season_number,season_date,season_time,market_fmid
590,1,05/30/2020 to 08/29/2020,Sun: 9:00 AM-1:00 PM;,1020007
591,1,05/30/2021 to 05/30/2021,Sun: 2:00 PM-5:00 PM;,1021565
592,1,01/01/2019 to 02/01/2019,Sat: 9:00 AM-12:00 PM;,1012429
593,2,03/01/2019 to 06/01/2019,Sat: 9:00 AM-1:00 PM;,1012429
594,3,07/01/2019 to 09/01/2019,Sat: 9:00 AM-1:00 PM;,1012429
595,4,10/01/2019 to 12/01/2019,Sat: 9:00 AM-1:00 PM;,1012429
596,1,05/10/2017 to 10/11/2017,Wed: 4:00 PM-7:00 PM;,1018415
597,1,01/01/2021 to 01/01/2021,Sat: 8:00 AM-2:00 PM;Sun: 10:00 AM-2:00 PM;,1021353
598,1,03/20/2019 to 12/18/2019,Wed: 3:00 PM-7:00 PM;,1019600
599,1,03/05/2019 to 12/10/2019,Tue: 10:30 AM-11:30 AM;,1019404
600,1,06/12/2018 to 11/17/2018,Tue: 10:00 AM-5:00 PM;Wed: 11:00 AM-5:00 PM;Thu: 9:00 AM-3:00 PM;Fri: 10:00 AM-12:00 PM;Sat: 10:00 AM-1:00 PM;,1012466
601,1,01/01/2020 to 12/31/2020,Sun: 8:30 AM-1:30 PM;,1018671
602,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-1:00 PM;,1011730
603,1,03/24/2021 to 03/24/2021,Wed: 3:00 PM-6:00 PM;,1021552
604,2,06/02/2021 to 06/02/2021,Wed: 3:00 PM-7:00 PM;,1021552
605,3,10/06/2021 to 10/06/2021,Wed: 3:00 PM-6:00 PM;,1021552
606,1,05/16/2020 to 09/26/2020,Sat: 9:00 AM-1:00 PM;,1019762
607,1,10/06/2018 to 05/11/2019,Sat: 9:00 AM-1:00 PM;,1019285
608,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-1:00 PM;,1019998
609,1,05/01/2020 to 10/01/2020,Sat: 8:00 AM-12:00 PM;,1018121
610,1,05/04/2019 to 10/26/2019,Wed: 8:00 AM-2:00 PM;Fri: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,1006661
611,2,11/02/2019 to 04/25/2020,Sat: 10:00 AM-1:00 PM;,1006661
612,1,04/17/2021 to 04/17/2021,Sat: 9:00 AM-1:00 PM;,1021590
613,1,05/29/2021 to 05/29/2021,Sat: 8:00 AM-12:00 PM;,1021444
614,1,05/21/2022 to 05/21/2022,Sat: 8:00 AM-12:00 PM;,1021730
615,1,04/13/2019 to 10/26/2019,Sat: 8:00 AM-1:00 PM;,1019630
616,1,01/01/2018 to 12/31/2018,Sun: 8:30 AM-1:00 PM;,1011814
617,1,06/02/2018 to 09/29/2018,Sat: 7:00 AM-12:00 PM;,1018970
618,1,05/14/2020 to 09/01/2020,Thu: 4:00 PM-7:00 PM;,1018831
619,1,05/02/2020 to 10/31/2020,Sat: 9:00 AM-12:30 PM;,1019728
620,1,04/09/2022 to 04/09/2022,Sat: 10:00 AM-2:00 PM;,1021662
621,2,06/11/2022 to 06/11/2022,Sat: 10:00 AM-2:00 PM;,1021662
622,1,06/16/2020 to 10/06/2020,Tue: 3:00 PM-6:00 PM;,1020095
623,1,07/24/2019 to 10/28/2020,Wed: 9:00 AM-1:00 PM;,1019587
624,1,05/07/2022 to 05/07/2022,Tue: 7:00 AM-12:00 PM;Thu: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,1021677
625,1,05/04/2021 to 05/04/2021,Tue: 1:00 PM-6:00 PM;,1021416
626,1,05/01/2021 to 05/01/2021,Sat: 8:00 AM-1:00 PM;,1012033
627,1,07/01/2019 to 09/01/2019,Thu: 11:00 AM-2:30 PM;,1019602
628,1,07/16/2019 to 09/17/2019,Tue: 11:00 AM-2:30 PM;,1019603
629,1,07/23/2019 to 07/23/2019,Tue: 11:00 AM-2:30 PM;,1019604
630,1,07/11/2019 to 09/26/2019,Thu: 11:00 AM-2:30 PM;,1019605
631,1,08/01/2019 to 09/01/2019,Wed: 11:00 AM-2:30 PM;,1019606
632,1,07/10/2019 to 09/25/2019,Wed: 11:00 AM-2:30 PM;,1019607
633,1,08/29/2019 to 08/29/2019,Thu: 11:00 AM-2:30 PM;,1019608
634,1,01/02/2021 to 01/02/2021,Sat: 8:00 AM-12:00 PM;,1021461
635,2,05/01/2021 to 05/01/2021,Sat: 7:00 AM-11:00 AM;,1021461
636,3,10/02/2021 to 10/02/2021,Sat: 8:00 AM-12:00 PM;,1021461
637,1,06/13/2021 to 06/13/2021,Sun: 10:00 AM-1:00 PM;,1021284
638,1,05/01/2018 to 10/31/2018,Wed: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,1008573
639,2,11/01/2017 to 04/01/2018,Wed: 2:00 PM-6:00 PM;,1008573
640,1,06/08/2021 to 06/08/2021,Tue: 9:00 AM-1:00 PM;,1002767
641,1,06/01/2012 to 09/30/2012,Tue: 7:00 AM-1:00 PM;,1005588
642,1,06/07/2020 to 10/25/2020,Sun: 9:00 AM-2:00 PM;,1019414
643,1,05/07/2021 to 05/07/2021,Fri: 9:00 AM-1:00 PM;,1021364
644,1,03/07/2020 to 12/19/2020,Sat: 8:00 AM-12:00 PM;,1020050
645,1,06/17/2020 to 10/01/2020,Wed: 3:00 PM-7:00 PM;,1019833
646,1,05/04/2021 to 05/04/2021,Tue: 2:00 PM-6:00 PM;,1021350
647,1,05/21/2021 to 05/21/2021,Fri: 2:00 PM-6:00 PM;,1021308
648,1,05/25/2018 to 10/26/2018,Fri: 10:00 AM-5:00 PM;,1012253
649,1,05/15/2021 to 05/15/2021,Sat: 7:00 AM-12:00 PM;,1021392
650,1,05/11/2016 to 10/29/2016,Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,1005937
651,1,04/21/2018 to 04/21/2018,Sat: 8:00 AM-12:00 PM;,1017947
652,2,11/21/2020 to 11/21/2020,Sat: 10:00 AM-1:00 PM;,1017947
653,1,01/03/2021 to 01/03/2021,Sun: 9:00 AM-1:00 PM;,1021484
654,1,07/07/2020 to 11/28/2020,Tue: 9:00 AM-4:00 PM;Sat: 9:00 AM-4:00 PM;,1019989
655,1,05/05/2021 to 05/05/2021,Wed: 2:00 PM-6:00 PM;,1009808
656,1,06/01/2021 to 06/01/2021,Tue: 4:00 PM-7:00 PM;,1021456
657,1,05/23/2018 to 10/10/2018,Wed: 6:30 AM-3:00 PM;,1006059
658,1,01/09/2021 to 01/09/2021,Sat: 9:00 AM-12:00 PM;,1021289
659,2,05/22/2021 to 05/22/2021,Sat: 8:00 AM-12:00 PM;,1021289
660,1,05/01/2021 to 05/01/2021,Wed: 7:00 AM-1:00 PM;Sun: 7:00 AM-1:00 PM;,1021319
661,1,06/05/2021 to 06/05/2021,Sat: 8:00 AM-1:00 PM;,1021320
662,1,03/30/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,1004849
663,1,06/04/2020 to 09/17/2020,Thu: 9:00 AM-2:00 PM;,1006997
664,1,05/09/2021 to 05/09/2021,Sun: 10:00 AM-2:00 PM;,1019805
665,1,05/05/2018 to 09/15/2018,Sat: 9:00 AM-1:00 PM;,1019132
666,1,01/01/2018 to 12/31/2018,Sat: 8:30 AM-12:30 PM;,1018472
667,1,05/13/2021 to 05/13/2021,Thu: 3:00 PM-6:00 PM;Sat: 10:00 AM-12:00 PM;,1021382
668,1,01/01/2021 to 01/01/2021,Sat: 9:30 AM-12:30 PM;,1021536
669,1,05/19/2018 to 10/20/2018,Sat: 10:00 AM-1:00 PM;,1019088
670,1,01/01/2020 to 12/31/2020,Sat: 8:30 AM-11:00 AM;,1021247
671,1,05/15/2021 to 05/15/2021,Sat: 8:00 AM-12:00 PM;,1018619
672,1,01/01/2019 to 12/31/2019,Fri: 7:00 AM-8:00 AM;,1005265
673,1,01/01/2021 to 01/01/2021,Sat: 8:00 AM-1:00 PM;,1001804
674,1,05/05/2021 to 05/05/2021,Wed: 4:00 PM-7:00 PM;,1021584
675,1,05/18/2019 to 10/05/2019,Sat: 8:30 AM-12:00 PM;,1019673
676,1,01/01/2020 to 12/31/2020,Wed: 10:00 AM-7:00 PM;Thu: 10:00 AM-7:00 PM;Fri: 10:00 AM-7:00 PM;Sat: 10:00 AM-7:00 PM;,1018774
677,1,05/08/2020 to 10/09/2020,Fri: 2:00 PM-5:30 PM;,1019738
678,2,10/16/2020 to 12/18/2020,Fri: 2:00 PM-5:30 PM;,1019738
679,1,04/04/2018 to 09/26/2018,Wed: 3:00 PM-7:00 PM;,1019209
680,1,05/15/2018 to 10/19/2018,Tue: 4:30 PM-6:30 PM;Fri: 4:30 PM-6:30 PM;,1001597
681,1,03/01/2021 to 03/01/2021,Fri: 3:00 PM-5:00 PM;,1021583
682,2,11/01/2021 to 11/01/2021,Fri: 2:30 PM-4:30 PM;,1021583
683,3,01/01/2022 to 01/01/2022,Fri: 2:30 PM-4:30 PM;,1021583
684,1,01/01/2018 to 01/01/2018,Sat: 9:30 AM-12:00 PM;,1006425
685,1,05/10/2018 to 10/25/2018,Thu: 4:00 PM-6:00 PM;,1019065
686,1,01/01/2018 to 12/31/2018,Sat: 6:00 AM-12:00 PM;,1019148
687,1,07/10/2019 to 09/25/2019,Wed: 4:00 PM-7:00 PM;,1019533
688,1,07/08/2020 to 09/30/2020,Wed: 4:00 PM-7:00 PM;,1019770
689,1,07/16/2018 to 10/31/2018,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;,1019154
690,1,05/04/2019 to 10/26/2019,Sat: 8:00 AM-1:00 PM;,1018380
691,1,10/01/2022 to 10/01/2022,Sat: 3:00 PM-4:30 PM;,1021696
692,1,06/04/2021 to 06/04/2021,Thu: 3:00 PM-7:00 PM;,1021555
693,1,05/02/2020 to 10/31/2020,Sat: 9:00 AM-1:00 PM;,1020122
694,1,06/03/2020 to 09/30/2020,,1020125
695,1,06/01/2020 to 09/30/2020,Tue: 7:30 AM-1:00 PM;Wed: 7:30 AM-1:00 PM;Fri: 7:30 AM-1:00 PM;,1020107
696,1,07/15/2018 to 10/14/2018,Sun: 11:00 AM-2:00 PM;,1011782
697,1,06/04/2019 to 11/19/2019,Tue: 8:00 AM-4:00 PM;,1019383
698,1,06/06/2019 to 11/14/2019,Thu: 8:00 AM-4:00 PM;,1019373
699,1,06/04/2019 to 11/19/2019,Tue: 8:00 AM-4:00 PM;,1019374
700,1,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,1019366
701,1,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;,1019375
702,1,06/06/2019 to 11/14/2019,Thu: 8:00 AM-4:00 PM;,1019380
703,1,01/01/2019 to 12/31/2019,Fri: 8:00 AM-4:00 PM;,1019381
704,1,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,1019377
705,1,06/04/2019 to 11/19/2019,Tue: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;,1019378
706,1,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,1019376
707,1,06/08/2019 to 11/16/2019,Sat: 8:00 AM-4:00 PM;,1019382
708,1,06/07/2019 to 11/15/2019,Fri: 8:00 AM-4:00 PM;,1002339
709,1,06/04/2019 to 11/19/2019,Tue: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;,1002335
710,1,06/05/2019 to 11/20/2019,Wed: 8:00 AM-4:00 PM;,1005332
711,1,06/06/2019 to 11/14/2019,Thu: 8:00 AM-4:00 PM;,1019379
712,1,06/04/2019 to 11/19/2019,Tue: 8:00 AM-4:00 PM;,1002345
713,1,01/01/2019 to 12/31/2019,Sat: 1:00 PM-2:00 PM;,1009660
714,1,04/03/2021 to 04/03/2021,Sat: 9:00 AM-1:00 PM;,1018282
715,1,01/04/2020 to 01/04/2020,Sat: 10:00 AM-1:00 PM;,1020044
716,1,06/01/2021 to 06/01/2021,Tue: 4:00 PM-7:00 PM;,1021431
717,1,06/23/2022 to 06/23/2022,Thu: 4:00 PM-7:00 PM;,1021671
718,1,11/05/2022 to 11/05/2022,Sat: 9:00 AM-12:00 PM;,1021672
719,1,04/18/2020 to 10/17/2020,Sat: 9:00 AM-1:00 PM;,1021211
720,1,06/04/2020 to 08/01/2020,Thu: 5:00 PM-9:00 PM;,1019786
721,1,01/01/2021 to 01/01/2021,Mon: 9:00 AM-2:00 PM;,1019757
722,1,04/07/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1019192
723,1,06/01/2020 to 08/31/2020,Tue: 5:00 PM-7:00 PM;,1019895
724,1,07/16/2021 to 07/16/2021,Fri: 3:00 PM-5:30 PM;,1021286
725,1,05/09/2020 to 10/31/2020,Sat: 9:00 AM-12:00 PM;,1019802
726,1,02/09/2021 to 02/09/2021,Tue: 4:30 PM-5:30 PM;,1021282
727,1,05/15/2020 to 10/15/2020,Tue: 6:00 PM-8:00 PM;Fri: 6:00 PM-8:00 PM;Sat: 12:00 PM-2:00 PM;,1020174
728,1,07/01/2018 to 07/01/2019,Fri: 10:00 AM-2:00 PM;,1003684
729,1,05/25/2018 to 10/06/2018,Fri: 9:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,1019234
730,1,05/02/2020 to 10/31/2020,Sat: 8:00 AM-1:00 PM;,1006285
731,2,11/14/2020 to 11/14/2020,Sat: 1:00 PM-5:00 PM;,1006285
732,1,04/18/2019 to 11/14/2019,Thu: 8:00 AM-12:30 PM;,1019486
733,1,06/01/2021 to 06/01/2021,Mon: 5:00 PM-9:00 PM;,1021355
734,1,01/01/2020 to 12/31/2020,Sat: 8:00 AM-12:00 PM;,1020026
735,1,01/01/2018 to 12/31/2018,Thu: 8:00 AM-12:00 PM;,1019224
736,1,04/28/2018,Sat: 8:30 AM-1:00 PM;,1019220
737,1,01/01/2018 to 12/01/2020,Thu: 12:00 PM-4:00 PM;,1012260
738,1,05/25/2018 to 10/26/2018,Fri: 3:30 PM-6:00 PM;,1006831
739,1,04/04/2021 to 04/04/2021,Sun: 10:00 AM-2:00 PM;,1021327
740,1,04/06/2018 to 10/31/2018,Mon: 11:00 AM-6:00 PM;Tue: 11:00 AM-6:00 PM;Wed: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 11:00 AM-6:00 PM;Sun: 11:00 AM-6:00 PM;,1018951
741,1,05/08/2019 to 10/09/2019,Wed: 3:30 PM-6:30 PM;,1019688
742,1,05/02/2020 to 10/31/2020,Sat: 9:00 AM-1:00 PM;,1019959
743,1,05/03/2020 to 11/01/2020,Sun: 10:00 AM-2:00 PM;,1019962
744,1,03/07/2019 to 10/31/2019,Thu: 3:00 PM-7:00 PM;,1019669
745,1,05/01/2018 to 11/17/2018,Sat: 9:00 AM-1:00 PM;,1008020
746,1,05/31/2021 to 05/31/2021,Mon: 7:00 AM-1:00 PM;,1005076
747,1,05/05/2018 to 10/27/2018,Tue: 4:00 PM-7:00 PM;Sat: 7:00 AM-12:00 PM;,1019330
748,2,11/03/2018 to 04/27/2019,Sat: 9:00 AM-12:00 PM;,1019330
749,1,05/11/2020 to 12/21/2020,Mon: 4:00 PM-8:00 PM;Thu: 4:00 PM-8:00 PM;,1021208
750,1,05/01/2021 to 05/01/2021,Wed: 9:00 AM-3:00 PM;Sat: 9:00 AM-3:00 PM;,1010937
751,1,06/02/2021 to 06/02/2021,Wed: 8:00 AM-11:00 AM;,1021511
752,1,10/02/2021 to 10/02/2021,Sat: 9:00 AM-12:00 PM;,1021512
753,1,05/01/2021 to 05/01/2021,Sat: 8:00 AM-12:00 PM;,1021516
754,1,05/01/2018 to 12/11/2018,Tue: 3:00 AM-6:00 PM;Sat: 9:00 AM-12:00 PM;,1011761
755,2,11/06/2018 to 12/11/2018,Tue: 3:00 PM-5:30 PM;,1011761
756,1,05/26/2018 to 09/29/2018,Sat: 8:00 AM-12:00 PM;,1018972
757,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1008980
758,1,06/08/2021 to 06/08/2021,Tue: 11:00 AM-2:00 PM;,1021547
759,2,06/18/2021 to 06/18/2021,Fri: 5:00 PM-8:00 PM;,1021547
760,3,07/16/2021 to 07/16/2021,Fri: 5:00 PM-8:00 PM;,1021547
761,4,08/20/2021 to 08/20/2021,Fri: 5:00 PM-8:00 PM;,1021547
762,1,06/24/2018 to 10/14/2018,Sun: 10:00 AM-2:00 PM;,1019302
763,1,11/07/2020 to 11/07/2020,Sat: 9:30 AM-12:00 PM;,1018853
764,2,05/01/2021 to 05/01/2021,Sat: 8:30 AM-12:00 PM;,1018853
765,1,03/24/2018 to 12/22/2018,Sat: 9:00 AM-1:00 PM;,1018458
766,2,06/20/2018 to 08/29/2018,Wed: 10:00 AM-2:00 PM;,1018458
767,1,05/30/2020 to 09/01/2020,Wed: 2:00 PM-5:00 PM;Sat: 10:00 AM-3:00 PM;,1007267
768,1,06/13/2020 to 10/10/2020,Sat: 8:00 AM-1:00 PM;,1009663
769,1,05/02/2020 to 11/21/2020,Sat: 9:00 AM-1:00 PM;,1012076
770,1,05/03/2020 to ,Sun: 11:00 AM-2:00 PM;,1019819
771,1,06/15/2022 to 06/15/2022,Wed: 4:00 PM-7:00 PM;,1021705
772,1,05/07/2022 to 05/07/2022,Sat: 9:00 AM-1:00 PM;,1021711
773,1,06/01/2018 to 10/27/2018,Sat: 9:00 AM-12:00 PM;,1012041
774,1,04/18/2020 to 10/31/2020,Tue: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,1020100
775,1,06/12/2016 to 06/12/2016,Sun: 1:00 PM-5:00 PM;,1008366
776,1,04/06/2019 to 12/14/2019,Sat: 8:00 AM-12:00 PM;,1018200
777,1,05/01/2019 to 11/01/2019,Sat: 9:00 AM-1:00 PM;,1005674
778,1,01/01/2020 to 12/31/2020,Thu: 10:00 AM-2:00 PM;,1018152
779,1,01/01/2020 to 12/31/2020,Thu: 10:00 AM-2:00 PM;,1019990
780,1,12/04/2021 to 12/04/2021,Sat: 10:00 AM-1:00 PM;,1021610
781,1,04/07/2021 to 04/07/2021,Wed: 3:00 PM-6:00 PM;,1021612
782,1,01/01/2021 to 01/01/2021,Sun: 9:00 AM-1:00 PM;,1019056
783,2,12/09/2018 to 12/09/2018,Sun: 11:00 AM-1:00 PM;,1019056
784,1,05/06/2021 to 05/06/2021,Thu: 11:00 AM-3:00 PM;,1010598
785,1,05/29/2021 to 05/29/2021,Sat: 8:00 AM-1:00 PM;,1021268
786,2,01/09/2021 to 01/09/2021,Sat: 9:00 AM-1:00 PM;,1021268
787,1,03/06/2019 to 10/30/2019,Wed: 5:00 PM-8:00 PM;,1019586
788,1,01/01/2021 to 01/01/2021,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-3:00 PM;Sun: 10:00 AM-2:00 PM;,1021635
789,1,05/17/2019 to 09/20/2019,Fri: 4:30 PM-8:30 PM;,1011325
790,1,05/15/2022 to 05/15/2022,Sun: 9:30 AM-1:00 PM;,1021703
791,2,11/22/2022 to 11/22/2022,Tue: 6:30 PM-8:30 PM;,1021703
792,1,06/02/2016 to 09/29/2016,Thu: 4:30 PM-6:30 PM;,1012621
793,1,12/01/2020 to ,Sat: 9:00 AM-1:00 PM;,1006417
794,1,05/20/2021 to 05/20/2021,Thu: 10:00 AM-4:00 PM;,1005080
795,1,04/01/2020 to 11/01/2020,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sat: 8:00 AM-4:00 PM;,1020136
796,1,05/12/2018 to 10/13/2018,Sat: 8:00 AM-12:00 PM;,1019011
797,1,05/05/2018 to 10/27/2018,Sun: 6:00 AM-1:00 PM;,1019236
798,2,06/06/2018 to 10/31/2018,Wed: 6:00 AM-1:00 PM;,1019236
799,1,07/03/2021 to 07/03/2021,Sat: 10:00 AM-2:00 PM;,1018772
800,1,06/06/2020 to 10/31/2020,,1019861
801,1,06/01/2015 to 10/31/2015,Wed: 2:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,1004384
802,1,05/23/2020 to 10/17/2020,Wed: 5:00 PM-7:00 PM;Sat: 8:30 AM-11:30 AM;,1012626
803,1,06/30/2018 to 10/27/2018,Sat: 8:00 AM-4:00 PM;,1019340
804,2,11/03/2018 to 12/08/2018,Sat: 8:00 AM-1:00 PM;,1019340
805,1,05/05/2018 to 09/29/2018,Sat: 9:00 AM-2:00 PM;,1003680
806,1,07/25/2018 to 09/12/2018,Wed: 3:00 PM-5:30 PM;,1004380
807,1,08/11/2018 to 09/15/2018,Sat: 9:00 AM-12:00 PM;,1006376
808,1,05/01/2018 to 09/04/2018,Tue: 1:00 PM-5:00 PM;,1018907
809,1,06/01/2017 to 10/28/2017,Thu: 2:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,1018343
810,1,06/29/2020 to 10/02/2020,Mon: 3:00 PM-5:00 PM;Wed: 12:00 AM-2:00 PM;Fri: 11:00 AM-2:00 PM;,1020106
811,1,04/07/2018 to 10/01/2018,Wed: 3:30 PM-6:30 PM;Sat: 9:00 AM-12:00 PM;,1019263
812,2,11/03/2018 to 12/22/2018,Sat: 10:00 AM-1:00 PM;,1019263
813,1,11/03/2018 to 03/30/2019,Sat: 10:00 AM-1:00 PM;,1018978
814,1,06/17/2021 to 06/17/2021,Thu: 2:30 PM-5:30 PM;,1021281
815,1,05/01/2021 to 05/01/2021,Sat: 8:00 AM-1:00 PM;,1009970
816,1,04/07/2018 to 12/22/2018,Sat: 7:30 AM-12:00 PM;,1008299
817,1,05/27/2021 to 05/27/2021,Thu: 11:00 AM-3:00 PM;,1021306
818,1,05/02/2020 to 10/31/2020,Sat: 8:00 AM-12:30 PM;,1020192
819,1,05/28/2020 to 10/08/2020,Tue: 10:00 AM-2:00 PM;Thu: 2:00 PM-6:00 PM;,1020090
820,1,01/01/2018 to 12/31/2018,Sat: 8:00 AM-1:00 PM;,1002907
821,1,08/25/2018 to 08/25/2018,Sat: 9:00 AM-1:00 PM;,1018242
822,1,01/01/2019 to 12/31/2019,Thu: 9:00 AM-10:00 AM;,1005270
823,1,03/01/2018 to 11/30/2018,Wed: 8:00 AM-1:30 PM;,1008375
824,2,12/01/2018 to 02/28/2019,Wed: 9:00 AM-1:30 PM;,1008375
825,1,05/02/2020 to 11/21/2020,Tue: 8:00 AM-1:00 PM;Thu: 2:00 AM-6:00 PM;Sat: 7:00 AM-2:00 PM;,1019774
826,1,01/01/2019 to 12/31/2019,Sat: 10:00 AM-11:00 AM;,1005252
827,1,01/01/2019 to 12/31/2019,Sat: 6:30 AM-7:30 AM;,1008118
828,1,01/01/2021 to 01/01/2021,Sat: 7:30 AM-1:00 PM;,1021264
829,1,01/01/2019 to 12/31/2019,Thu: 10:30 AM-11:30 AM;,1005253
830,1,01/01/2019 to 12/31/2019,Sun: 7:00 AM-8:30 AM;,1005254
831,1,01/01/2019 to 12/31/2019,Sat: 8:00 AM-9:30 AM;,1005255
832,1,06/10/2022 to 06/10/2022,Fri: 10:00 AM-2:00 PM;,1021748
833,1,05/05/2018 to 11/17/2018,Sat: 9:00 AM-1:00 PM;,1019003
834,1,05/08/2021 to 05/08/2021,Sat: 10:00 AM-2:00 PM;,1021369
835,2,10/17/2020 to 10/17/2020,Sat: 9:00 AM-2:30 PM;,1021369
836,1,05/14/2022 to 05/14/2022,Sat: 9:00 AM-2:00 PM;,1021743
837,1,11/06/2021 to 11/06/2021,Sat: 10:00 AM-2:00 PM;,1021349
838,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-1:00 PM;,1020011
839,1,06/16/2022 to 06/16/2022,Thu: 4:30 PM-7:30 PM;,1021742
840,1,04/03/2021 to 04/03/2021,Sat: 9:00 AM-12:00 PM;,1021567
841,1,05/05/2021 to 05/05/2021,Wed: 11:00 AM-1:00 PM;,1010636
842,1,04/28/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1019120
843,1,01/01/2019 to 04/27/2019,Sat: 10:00 AM-2:00 PM;,1003269
844,2,05/11/2019 to 11/17/2019,Sat: 9:00 AM-2:00 PM;,1003269
845,1,05/03/2019 to 10/25/2019,Fri: 4:00 PM-7:00 PM;,1019491
846,1,04/01/2020 to 10/08/2020,Thu: 3:00 PM-7:00 PM;,1020032
847,1,05/05/2018 to 10/27/2018,Sat: 7:00 AM-12:00 PM;,1019266
848,1,07/23/2018 to 09/24/2018,Mon: 5:00 PM-7:00 PM;,1019212
849,1,06/06/2021 to 06/06/2021,Sun: 10:00 AM-2:00 PM;,1011117
850,1,05/01/2021 to 05/01/2021,Fri: 7:00 AM-7:00 PM;,1021332
851,1,05/28/2020 to 10/29/2020,Thu: 4:00 PM-7:00 PM;,1020075
852,1,01/01/2021 to 01/01/2021,Sun: 8:00 AM-1:00 PM;,1021633
853,1,11/20/2020 to 12/18/2020,Fri: 3:00 PM-5:00 PM;,1021244
854,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-3:00 PM;,1021250
855,1,01/01/2021 to 01/01/2021,Thu: 2:00 PM-7:00 PM;,1021345
856,1,07/09/2019 to 11/12/2019,Tue: 8:00 AM-3:00 PM;,1003343
857,1,07/07/2020 to 11/17/2020,Tue: 8:00 AM-2:00 PM;,1019986
858,1,05/08/2021 to 05/08/2021,Sat: 9:00 AM-1:00 PM;,1020123
859,1,04/06/2019 to 11/30/2019,Wed: 8:00 AM-5:00 PM;Sat: 8:00 AM-3:00 PM;,1019506
860,1,06/28/2019 to ,Fri: 4:00 PM-8:00 PM;,1019649
861,1,06/01/2019 to 08/31/2019,Sat: 7:00 AM-12:00 PM;,1019409
862,1,06/05/2018 to 09/25/2018,Tue: 3:00 PM-7:00 PM;,1019103
863,1,05/08/2021 to 05/08/2021,Sat: 8:30 AM-1:30 PM;,1003863
864,1,06/27/2018 to 10/17/2018,Wed: 2:00 PM-6:00 PM;,1012206
865,1,05/12/2020 to 10/20/2020,Tue: 8:00 AM-12:30 PM;,1019850
866,1,05/08/2020 to 10/23/2020,Fri: 8:00 AM-12:30 PM;,1019851
867,1,01/01/2018 to 12/31/2018,Sat: 9:00 AM-12:00 PM;,1019198
868,1,01/01/2018 to 12/31/2018,Wed: 9:00 AM-2:00 PM;Sat: 8:00 AM-12:00 PM;,1002021
869,1,06/10/2021 to 06/10/2021,Thu: 5:30 PM-7:30 PM;,1002521
870,1,07/11/2019 to 09/26/2019,Thu: 10:00 AM-2:00 PM;,1019427
871,1,02/09/2020 to 08/30/2020,Sun: 9:00 AM-12:00 PM;,1020051
872,1,05/16/2018 to 10/31/2018,Wed: 3:30 PM-6:30 PM;,1019035
873,2,06/02/2018 to 09/29/2018,Sat: 9:00 AM-12:00 PM;,1019035
874,1,05/17/2022 to 05/17/2022,Tue: 3:00 PM-6:00 PM;,1021683
875,1,05/01/2021 to 05/01/2021,Sat: 8:30 AM-12:00 PM;,1019852
876,1,02/06/2021 to 02/06/2021,Sat: 10:00 AM-12:00 PM;,1019352
877,2,06/05/2021 to 06/05/2021,Sat: 9:00 AM-12:00 PM;,1019352
878,3,10/02/2021 to 10/02/2021,Sat: 10:00 AM-12:00 PM;,1019352
879,1,11/02/2019 to 12/29/2019,Sat: 10:00 AM-5:00 PM;Sun: 10:00 AM-5:00 PM;,1005352
